id,time,action,Ingress/DC,SFC,n_VNFs,TTL,remain,load,util,migration,acceptance,power,P_per_sfc,active_server
306,315,drop,-,146,12,45,45,10.4,10.4,0,17.1,9804.5,891.3,29
307,317,create,10,147,14,18,18,11.8,10.4,0,17.1,9804.5,891.3,29
308,317,create,10,148,17,162,162,13.5,10.4,0,17.1,9804.5,891.3,29
309,317,drop,-,147,14,18,18,12.1,10.4,0,17.0,9804.5,891.3,29
310,317,drop,-,148,17,162,162,10.4,10.4,0,16.9,9804.5,891.3,29
311,319,create,7,149,14,44,44,11.8,10.4,0,16.9,9804.5,891.3,29
312,319,drop,-,149,14,44,44,10.4,10.4,0,16.8,9804.5,891.3,29
313,320,create,10,150,5,250,250,10.9,10.4,0,16.8,9804.5,891.3,29
314,320,drop,-,150,5,250,250,10.4,10.4,0,16.7,9804.5,891.3,29
315,321,create,9,151,18,380,380,12.2,10.4,0,16.7,9804.5,891.3,29
316,321,create,5,152,17,15,15,13.9,10.4,0,16.7,9804.5,891.3,29
317,321,drop,-,151,18,380,380,12.1,10.4,0,16.6,9804.5,891.3,29
318,321,drop,-,152,17,15,15,10.4,10.4,0,16.4,9804.5,891.3,29
319,323,create,10,153,15,20,20,11.9,10.4,0,16.4,9804.5,891.3,29
320,323,create,5,154,10,13,13,12.9,10.4,0,16.4,9804.5,891.3,29
321,323,drop,-,153,15,20,20,11.4,10.4,0,16.3,9804.5,891.3,29
322,323,drop,-,154,10,13,13,10.4,10.4,0,16.2,9804.5,891.3,29
323,324,create,5,155,9,62,62,11.3,10.4,0,16.2,9804.5,891.3,29
